name,latitude,longitude
ул. Кораблестроителей 32,59.95338121699982,30.21620613071574
Вилькицкий бул. 5,59.9385772540963,30.198530461363703
ул. Беринга 27,59.946342835971684,30.238852696945795
Малый проспект ВО 73,59.938088509681585,30.23712139395765
Карташихина ул. 10,59.93228269166705,30.241310052801882
Уральская ул. 21,59.95577012137871,30.25322804590129
